gid,funcs
2955,"['GO:0008152', 'GO:0009987']"
2960,"['GO:0008152', 'GO:0009987']"
2976,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
2977,['GO:0065007']
2981,"['GO:0008152', 'GO:0009987']"
2984,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
2985,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
2986,['GO:0009987']
2988,"['GO:0051179', 'GO:0009987']"
2991,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
3004,"['GO:0008152', 'GO:0009987']"
3009,"['GO:0065007', 'GO:0009987']"
3026,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3028,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
3031,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
3035,"['GO:0008152', 'GO:0009987']"
3037,"['GO:0050896', 'GO:0065007', 'GO:0009987']"
3038,"['GO:0008152', 'GO:0009987']"
3041,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
3054,"['GO:0008152', 'GO:0009987']"
3060,"['GO:0008152', 'GO:0009987']"
3064,"['GO:0008152', 'GO:0009987']"
3073,"['GO:0008152', 'GO:0009987']"
3079,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3080,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
3084,"['GO:0051179', 'GO:0009987']"
3087,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
3090,"['GO:0008152', 'GO:0009987']"
3097,"['GO:0008152', 'GO:0009987']"
3101,"['GO:0051179', 'GO:0009987']"
3113,"['GO:0008152', 'GO:0009987']"
3122,"['GO:0065007', 'GO:0009987']"
3127,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
3131,['GO:0065007']
3141,"['GO:0008152', 'GO:0009987']"
3144,"['GO:0008152', 'GO:0032501', 'GO:0032502', 'GO:0065007']"
3147,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3154,['GO:0065007']
3162,"['GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
3165,"['GO:0008152', 'GO:0009987']"
3171,['GO:0009987']
3194,"['GO:0051179', 'GO:0009987']"
3195,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3196,"['GO:0051179', 'GO:0009987']"
3200,"['GO:0008152', 'GO:0009987']"
3209,"['GO:0051179', 'GO:0009987']"
3215,['GO:0065007']
3225,"['GO:0051179', 'GO:0009987']"
3229,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
3230,['GO:0008152']
3232,['GO:0009987']
3246,"['GO:0050896', 'GO:0009987']"
3252,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
3253,"['GO:0008152', 'GO:0009987']"
3255,['GO:0051179']
3257,['GO:0008152']
3259,"['GO:0008152', 'GO:0009987']"
3266,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
3267,"['GO:0008152', 'GO:0009987']"
3270,"['GO:0008152', 'GO:0009987']"
3273,['GO:0065007']
3274,"['GO:0051179', 'GO:0009987']"
3280,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
3297,"['GO:0009987', 'GO:0065007']"
3298,"['GO:0008152', 'GO:0009987']"
3303,"['GO:0008152', 'GO:0009987']"
3306,['GO:0008152']
3308,"['GO:0032502', 'GO:0009987']"
3312,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3317,"['GO:0008152', 'GO:0009987']"
3319,"['GO:0008152', 'GO:0009987']"
3333,"['GO:0008152', 'GO:0009987']"
3334,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3335,"['GO:0050896', 'GO:0044419', 'GO:0002376', 'GO:0009987']"
3346,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3347,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3352,"['GO:0008152', 'GO:0009987']"
3354,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
3358,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3360,"['GO:0008152', 'GO:0009987']"
3361,['GO:0032502']
3365,"['GO:0051179', 'GO:0009987']"
3367,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
3375,"['GO:0065007', 'GO:0009987']"
3377,"['GO:0032501', 'GO:0048511', 'GO:0050896', 'GO:0065007']"
3382,"['GO:0051179', 'GO:0009987']"
3384,"['GO:0008152', 'GO:0009987']"
3395,['GO:0009987']
3396,"['GO:0051179', 'GO:0009987']"
3400,['GO:0065007']
3407,"['GO:0008152', 'GO:0009987']"
3413,['GO:0009987']
3417,['GO:0009987']
3443,['GO:0065007']
3446,"['GO:0008152', 'GO:0009987']"
3470,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
3481,"['GO:0008152', 'GO:0009987']"
3482,"['GO:0051179', 'GO:0009987']"
3493,['GO:0009987']
3495,"['GO:0009987', 'GO:0065007']"
3498,"['GO:0008152', 'GO:0009987']"
3505,"['GO:0008152', 'GO:0009987']"
3508,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3510,"['GO:0008152', 'GO:0009987']"
3511,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
3513,"['GO:0008152', 'GO:0009987']"
3514,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3516,"['GO:0051179', 'GO:0009987']"
3520,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
3531,['GO:0009987']
3544,"['GO:0051179', 'GO:0009987']"
3547,"['GO:0008152', 'GO:0009987']"
3548,"['GO:0008152', 'GO:0009987']"
3551,['GO:0050896']
3564,"['GO:0051179', 'GO:0009987']"
3571,"['GO:0008152', 'GO:0009987']"
3583,"['GO:0008152', 'GO:0009987']"
3597,['GO:0065007']
3598,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3602,"['GO:0008152', 'GO:0009987']"
3612,['GO:0065007']
3619,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
3629,['GO:0009987']
3647,"['GO:0008152', 'GO:0009987']"
3654,['GO:0009987']
3655,"['GO:0050896', 'GO:0009987', 'GO:0065007']"
3657,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3662,['GO:0065007']
3669,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
3672,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3677,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
3678,['GO:0009987']
3683,"['GO:0008152', 'GO:0009987']"
3688,"['GO:0008152', 'GO:0009987']"
3691,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
3695,"['GO:0008152', 'GO:0009987']"
3704,"['GO:0051179', 'GO:0009987']"
3705,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
3709,['GO:0009987']
3712,"['GO:0008152', 'GO:0009987']"
3713,['GO:0065007']
3716,"['GO:0008152', 'GO:0009987']"
3717,['GO:0065007']
3723,"['GO:0008152', 'GO:0009987']"
3728,"['GO:0008152', 'GO:0009987']"
3730,"['GO:0051179', 'GO:0009987']"
3731,"['GO:0008152', 'GO:0009987']"
3739,['GO:0065007']
3768,"['GO:0008152', 'GO:0009987']"
3777,"['GO:0008152', 'GO:0009987']"
3780,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
3785,"['GO:0008152', 'GO:0009987']"
3790,['GO:0051179']
3803,"['GO:0008152', 'GO:0009987']"
3804,['GO:0065007']
3806,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
3812,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
3814,"['GO:0008152', 'GO:0009987']"
3823,"['GO:0008152', 'GO:0009987']"
3826,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3829,"['GO:0008152', 'GO:0009987']"
3832,['GO:0051179']
3840,"['GO:0008152', 'GO:0009987']"
3841,"['GO:0032501', 'GO:0032502']"
3848,"['GO:0008152', 'GO:0009987']"
3857,['GO:0051179']
3859,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
3868,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3870,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
3871,"['GO:0051179', 'GO:0009987']"
3873,"['GO:0008152', 'GO:0022414', 'GO:0000003', 'GO:0009987']"
3877,"['GO:0008152', 'GO:0009987']"
3885,"['GO:0008152', 'GO:0009987']"
3895,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
3898,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3899,['GO:0008152']
3901,"['GO:0008152', 'GO:0009987']"
3905,['GO:0051179']
3911,['GO:0008152']
3914,['GO:0008152']
3917,"['GO:0008152', 'GO:0009987']"
3921,"['GO:0008152', 'GO:0009987']"
3926,['GO:0065007']
3929,['GO:0009987']
3930,"['GO:0051179', 'GO:0009987']"
3932,['GO:0008152']
3936,['GO:0009987']
3939,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
3941,['GO:0065007']
3947,"['GO:0008152', 'GO:0009987']"
3948,['GO:0009987']
3958,['GO:0051179']
3962,"['GO:0008152', 'GO:0009987']"
3966,"['GO:0008152', 'GO:0009987']"
3972,"['GO:0008152', 'GO:0009987']"
3977,['GO:0065007']
3983,['GO:0009987']
3986,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
3993,"['GO:0051179', 'GO:0009987']"
3996,['GO:0050896']
3998,"['GO:0051179', 'GO:0009987']"
4005,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
4006,['GO:0009987']
4007,['GO:0051179']
4010,['GO:0051179']
4012,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
4016,['GO:0009987']
4028,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
4031,['GO:0065007']
4032,['GO:0008152']
4036,['GO:0065007']
4037,['GO:0050896']
4041,"['GO:0050896', 'GO:0009987']"
4068,"['GO:0008152', 'GO:0009987']"
4069,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
4073,"['GO:0051179', 'GO:0009987']"
4078,['GO:0065007']
4085,"['GO:0051179', 'GO:0009987']"
4086,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4087,"['GO:0008152', 'GO:0009987']"
4091,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
4094,"['GO:0009987', 'GO:0065007']"
4097,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
4101,"['GO:0008152', 'GO:0009987']"
4111,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
4113,"['GO:0050896', 'GO:0065007']"
4114,['GO:0050896']
4121,"['GO:0008152', 'GO:0009987']"
4122,"['GO:0051179', 'GO:0009987']"
4124,"['GO:0008152', 'GO:0009987']"
4125,"['GO:0008152', 'GO:0009987']"
4131,['GO:0065007']
4138,"['GO:0008152', 'GO:0009987']"
4145,"['GO:0050896', 'GO:0065007']"
4156,"['GO:0008152', 'GO:0009987']"
4163,"['GO:0008152', 'GO:0009987']"
4176,['GO:0009987']
4179,['GO:0065007']
4186,"['GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
4195,"['GO:0008152', 'GO:0009987']"
4206,"['GO:0051179', 'GO:0009987']"
4207,"['GO:0051179', 'GO:0009987']"
4214,"['GO:0008152', 'GO:0009987']"
4219,"['GO:0008152', 'GO:0009987']"
4222,"['GO:0008152', 'GO:0009987']"
4239,"['GO:0032501', 'GO:0032502']"
4246,['GO:0065007']
4249,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
4253,"['GO:0051179', 'GO:0009987']"
4254,"['GO:0051179', 'GO:0009987']"
4257,"['GO:0051179', 'GO:0009987']"
4273,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
4285,"['GO:0008152', 'GO:0009987']"
4296,['GO:0065007']
4299,['GO:0051179']
4313,['GO:0009987']
4318,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4324,['GO:0051179']
4325,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
4326,['GO:0009987']
4327,"['GO:0008152', 'GO:0009987']"
4331,"['GO:0051179', 'GO:0009987']"
4332,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
4341,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
4346,"['GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
4347,"['GO:0008152', 'GO:0009987']"
4356,['GO:0065007']
4357,"['GO:0008152', 'GO:0009987']"
4360,"['GO:0008152', 'GO:0009987']"
4367,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
4372,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4374,"['GO:0008152', 'GO:0009987']"
4377,"['GO:0008152', 'GO:0009987']"
4381,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4387,"['GO:0051179', 'GO:0009987']"
4419,"['GO:0008152', 'GO:0009987']"
4421,"['GO:0051179', 'GO:0009987']"
4422,"['GO:0008152', 'GO:0009987']"
4424,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4437,"['GO:0008152', 'GO:0009987']"
4446,['GO:0050896']
4451,['GO:0065007']
4454,"['GO:0065007', 'GO:0009987']"
4465,['GO:0065007']
4471,"['GO:0008152', 'GO:0009987']"
4478,"['GO:0008152', 'GO:0009987']"
4485,"['GO:0008152', 'GO:0009987']"
4487,"['GO:0008152', 'GO:0009987']"
4488,"['GO:0008152', 'GO:0009987']"
4496,['GO:0065007']
4500,"['GO:0051179', 'GO:0009987']"
4501,['GO:0009987']
4506,"['GO:0008152', 'GO:0009987']"
4508,"['GO:0008152', 'GO:0009987']"
4509,"['GO:0050896', 'GO:0044419', 'GO:0002376', 'GO:0009987']"
4513,"['GO:0008152', 'GO:0009987']"
4518,['GO:0065007']
4520,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4536,['GO:0065007']
4542,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
4548,"['GO:0008152', 'GO:0009987']"
4552,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
4553,"['GO:0008152', 'GO:0009987']"
4558,"['GO:0008152', 'GO:0051179', 'GO:0050896', 'GO:0009987']"
4567,"['GO:0008152', 'GO:0009987']"
4568,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
4577,['GO:0065007']
4581,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4589,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
4592,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
4599,"['GO:0008152', 'GO:0009987']"
4608,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
4609,"['GO:0008152', 'GO:0009987']"
4610,"['GO:0008152', 'GO:0009987']"
4615,"['GO:0051179', 'GO:0009987']"
4620,"['GO:0008152', 'GO:0009987']"
4621,['GO:0009987']
4622,"['GO:0008152', 'GO:0009987']"
4625,"['GO:0008152', 'GO:0009987']"
4630,"['GO:0008152', 'GO:0009987']"
4632,['GO:0051179']
4639,"['GO:0051179', 'GO:0009987']"
4642,"['GO:0008152', 'GO:0009987']"
4645,"['GO:0051179', 'GO:0009987']"
4657,"['GO:0065007', 'GO:0009987']"
4659,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
4660,['GO:0009987']
4666,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
4667,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
4668,"['GO:0008152', 'GO:0009987']"
4669,"['GO:0032501', 'GO:0032502']"
4674,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
4681,"['GO:0008152', 'GO:0009987']"
4682,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4684,"['GO:0008152', 'GO:0009987']"
4688,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
4696,"['GO:0051179', 'GO:0009987']"
4702,"['GO:0008152', 'GO:0009987']"
4703,"['GO:0051179', 'GO:0009987']"
4705,"['GO:0051179', 'GO:0009987']"
4707,"['GO:0008152', 'GO:0009987']"
4709,['GO:0009987']
4713,['GO:0065007']
4714,"['GO:0008152', 'GO:0009987']"
4730,"['GO:0008152', 'GO:0009987']"
4731,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
4736,"['GO:0065007', 'GO:0009987']"
4738,"['GO:0008152', 'GO:0009987']"
4743,"['GO:0008152', 'GO:0022414', 'GO:0000003', 'GO:0009987']"
4754,"['GO:0008152', 'GO:0009987']"
4763,"['GO:0051179', 'GO:0009987']"
4766,"['GO:0065007', 'GO:0023052', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
4783,['GO:0065007']
4785,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
4788,"['GO:0051179', 'GO:0009987']"
4795,"['GO:0008152', 'GO:0009987']"
4820,['GO:0065007']
4828,"['GO:0051179', 'GO:0009987']"
4829,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4833,"['GO:0008152', 'GO:0009987']"
4841,"['GO:0008152', 'GO:0009987']"
4855,"['GO:0008152', 'GO:0009987']"
4859,"['GO:0008152', 'GO:0009987']"
4864,['GO:0051179']
4870,['GO:0065007']
4872,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
4875,"['GO:0008152', 'GO:0009987']"
4877,"['GO:0051179', 'GO:0009987']"
4878,"['GO:0051179', 'GO:0009987']"
4881,['GO:0050896']
4883,"['GO:0051179', 'GO:0009987']"
4886,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
4887,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
4893,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
4896,['GO:0009987']
4900,['GO:0009987']
4901,"['GO:0032502', 'GO:0009987']"
4903,"['GO:0022414', 'GO:0000003', 'GO:0009987']"
4905,"['GO:0009987', 'GO:0065007']"
4908,"['GO:0008152', 'GO:0009987']"
4909,"['GO:0051179', 'GO:0009987']"
4913,['GO:0009987']
4918,"['GO:0008152', 'GO:0009987']"
4920,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
4922,"['GO:0051179', 'GO:0009987']"
4924,"['GO:0008152', 'GO:0009987']"
4935,"['GO:0008152', 'GO:0009987']"
4941,"['GO:0008152', 'GO:0009987']"
4942,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
4944,"['GO:0050896', 'GO:0065007', 'GO:0009987']"
4950,"['GO:0008152', 'GO:0009987']"
4951,"['GO:0051179', 'GO:0009987']"
4954,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
4958,['GO:0051179']
4964,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
4969,"['GO:0008152', 'GO:0009987']"
4971,['GO:0065007']
4972,"['GO:0051179', 'GO:0009987']"
4974,['GO:0065007']
4979,['GO:0065007']
4985,['GO:0065007']
4987,['GO:0009987']
4988,['GO:0009987']
4992,['GO:0065007']
4997,"['GO:0051179', 'GO:0009987']"
5001,"['GO:0008152', 'GO:0009987']"
5006,"['GO:0008152', 'GO:0009987']"
5008,"['GO:0065007', 'GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
5009,"['GO:0008152', 'GO:0009987']"
5012,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
5015,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
5018,['GO:0065007']
5025,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
5027,"['GO:0008152', 'GO:0009987']"
5029,"['GO:0050896', 'GO:0009987']"
5032,"['GO:0051179', 'GO:0009987']"
5035,['GO:0009987']
5038,"['GO:0008152', 'GO:0009987']"
5051,['GO:0065007']
5053,['GO:0065007']
5060,['GO:0008152']
5062,"['GO:0051179', 'GO:0009987']"
5065,"['GO:0008152', 'GO:0009987']"
5066,['GO:0008152']
5069,"['GO:0065007', 'GO:0009987']"
5070,"['GO:0008152', 'GO:0009987']"
5071,"['GO:0008152', 'GO:0009987']"
5075,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
5076,"['GO:0008152', 'GO:0009987']"
5080,"['GO:0008152', 'GO:0009987']"
5081,"['GO:0008152', 'GO:0009987']"
5084,"['GO:0008152', 'GO:0009987']"
5092,"['GO:0008152', 'GO:0009987']"
5102,"['GO:0008152', 'GO:0051179', 'GO:0050896', 'GO:0009987']"
5106,"['GO:0051179', 'GO:0009987']"
5109,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
5115,"['GO:0008152', 'GO:0009987']"
5117,"['GO:0008152', 'GO:0098754', 'GO:0050896', 'GO:0009987']"
5121,"['GO:0008152', 'GO:0009987']"
5122,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
5125,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
5131,['GO:0065007']
5133,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
5135,['GO:0032502']
5146,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
5153,['GO:0065007']
5162,['GO:0008152']
5166,['GO:0009987']
5167,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
5168,['GO:0065007']
5169,['GO:0008152']
5180,"['GO:0008152', 'GO:0009987']"
5181,"['GO:0051179', 'GO:0009987']"
5182,['GO:0009987']
5184,"['GO:0008152', 'GO:0009987']"
5192,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
5194,"['GO:0008152', 'GO:0009987']"
5199,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
5205,['GO:0008152']
5206,"['GO:0051179', 'GO:0009987']"
5208,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
5213,"['GO:0050896', 'GO:0065007', 'GO:0009987']"
5214,"['GO:0008152', 'GO:0009987']"
5222,"['GO:0008152', 'GO:0009987']"
5224,['GO:0050896']
5225,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
5227,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
5228,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
5230,"['GO:0008152', 'GO:0009987']"
5242,['GO:0065007']
5244,"['GO:0008152', 'GO:0009987']"
5247,['GO:0051179']
5248,"['GO:0008152', 'GO:0009987']"
5249,"['GO:0051179', 'GO:0009987']"
5258,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
5263,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
5265,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
5273,"['GO:0051179', 'GO:0009987']"
5277,"['GO:0050896', 'GO:0065007']"
5280,['GO:0065007']
5283,"['GO:0008152', 'GO:0009987']"
5285,"['GO:0051179', 'GO:0009987']"
5296,['GO:0050896']
5300,"['GO:0008152', 'GO:0009987']"
5302,"['GO:0008152', 'GO:0022414', 'GO:0000003', 'GO:0009987']"
5305,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
5306,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
5309,"['GO:0051179', 'GO:0009987']"
5318,"['GO:0050896', 'GO:0065007']"
5320,['GO:0008152']
5321,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
5322,['GO:0008152']
5323,"['GO:0008152', 'GO:0009987']"
5329,"['GO:0008152', 'GO:0009987']"
5333,"['GO:0008152', 'GO:0009987']"
5336,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
5338,['GO:0065007']
5340,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
5350,"['GO:0008152', 'GO:0009987']"
5357,"['GO:0008152', 'GO:0009987']"
5364,"['GO:0008152', 'GO:0009987']"
5366,['GO:0008152']
5368,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
5369,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
5374,"['GO:0051179', 'GO:0009987']"
5386,['GO:0009987']
5390,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
5393,"['GO:0008152', 'GO:0009987']"
5397,"['GO:0008152', 'GO:0009987']"
5405,"['GO:0008152', 'GO:0009987']"
5411,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
5414,"['GO:0008152', 'GO:0009987']"
5416,"['GO:0008152', 'GO:0098754', 'GO:0050896', 'GO:0009987']"
5418,"['GO:0050896', 'GO:0065007', 'GO:0009987']"
5419,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
5429,"['GO:0051179', 'GO:0009987']"
5432,"['GO:0008152', 'GO:0009987']"
5437,['GO:0065007']
5444,"['GO:0008152', 'GO:0009987']"
5454,"['GO:0051179', 'GO:0009987']"
5455,"['GO:0051179', 'GO:0009987']"
5458,['GO:0065007']
5462,['GO:0050896']
5464,"['GO:0008152', 'GO:0009987']"
5465,"['GO:0008152', 'GO:0009987']"
5469,"['GO:0008152', 'GO:0009987']"
5473,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
5475,"['GO:0008152', 'GO:0009987']"
5486,"['GO:0008152', 'GO:0009987']"
5489,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
5493,"['GO:0008152', 'GO:0009987']"
5496,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
5499,"['GO:0051179', 'GO:0009987']"
5502,['GO:0009987']
5503,"['GO:0008152', 'GO:0009987']"
5504,"['GO:0051179', 'GO:0009987']"
5515,"['GO:0008152', 'GO:0009987']"
5519,"['GO:0008152', 'GO:0009987']"
5527,"['GO:0008152', 'GO:0009987']"
5529,['GO:0008152']
5532,"['GO:0008152', 'GO:0009987']"
5533,"['GO:0008152', 'GO:0009987']"
5536,"['GO:0008152', 'GO:0009987']"
5551,"['GO:0051179', 'GO:0009987']"
5552,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
5554,"['GO:0008152', 'GO:0009987']"
5555,"['GO:0008152', 'GO:0009987']"
5560,"['GO:0008152', 'GO:0009987']"
5565,"['GO:0050896', 'GO:0044419', 'GO:0002376', 'GO:0009987']"
5567,['GO:0008152']
5570,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
5580,"['GO:0008152', 'GO:0009987']"
5581,"['GO:0008152', 'GO:0009987']"
5586,"['GO:0008152', 'GO:0009987']"
5587,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
5588,"['GO:0008152', 'GO:0009987']"
5592,['GO:0065007']
5593,"['GO:0008152', 'GO:0009987']"
5594,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
5595,"['GO:0050896', 'GO:0009987']"
5596,"['GO:0008152', 'GO:0009987']"
5600,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
5605,['GO:0065007']
5608,"['GO:0032501', 'GO:0032502', 'GO:0009987']"
5609,"['GO:0008152', 'GO:0009987']"
5611,"['GO:0008152', 'GO:0009987']"
5619,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
5623,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
5626,['GO:0065007']
5627,"['GO:0008152', 'GO:0009987']"
5628,['GO:0009987']
5637,"['GO:0065007', 'GO:0000003']"
5640,['GO:0009987']
5645,"['GO:0008152', 'GO:0009987']"
5651,['GO:0009987']
5655,"['GO:0008152', 'GO:0009987']"
